text,text_clean,tokens,normalisasi,stopword,final_text,label,sterilisasi,stemming
"jantung berdebar debar
inikah pertanda?

benar gerd

maaf yovie nuno km kurang relate sm aku",jantung berdebar debar inikah pertanda benar gerd maaf yovie nuno km kurang relate sm aku,"['jantung', 'berdebar', 'debar', 'inikah', 'pertanda', 'benar', 'gerd', 'maaf', 'yovie', 'nuno', 'km', 'kurang', 'relate', 'sm', 'aku']","['jantung', 'berdebar', 'debar', 'inikah', 'pertanda', 'benar', 'gerd', 'maaf', 'yovie', 'nuno', 'kamu', 'kurang', 'relate', 'sm', 'aku']","['jantung', 'berdebar', 'debar', 'inikah', 'pertanda', 'benar', 'gerd', 'maaf', 'yovie', 'nuno', 'kamu', 'kurang', 'relate', 'sm', 'aku']",jantung debar debar ini tanda benar gerd maaf yovie nuno kamu kurang relate sm aku,berisiko,jantung debar debar ini tanda benar gerd maaf yovie nuno kamu kurang relate sm aku,jantung debar debar ini tanda benar gerd maaf yovie nuno kamu kurang relate sm aku
"aku pernah kaget gitu, sampe nyeri dada dulu semoga kamu engga ya.
dulu aku pas nikahan sepupu, krn nyeri dan nangis aku ke kamar pas itu masih kondean dan tertidur",aku pernah kaget gitu sampe nyeri dada dulu semoga kamu engga ya dulu aku pas nikahan sepupu krn nyeri dan nangis aku ke kamar pas itu masih kondean dan tertidur,"['aku', 'pernah', 'kaget', 'gitu', 'sampe', 'nyeri', 'dada', 'dulu', 'semoga', 'kamu', 'engga', 'ya', 'dulu', 'aku', 'pas', 'nikahan', 'sepupu', 'krn', 'nyeri', 'dan', 'nangis', 'aku', 'ke', 'kamar', 'pas', 'itu', 'masih', 'kondean', 'dan', 'tertidur']","['aku', 'pernah', 'kaget', 'begitu', 'sampai', 'nyeri', 'dada', 'dulu', 'semoga', 'kamu', 'tidak', 'iya', 'dulu', 'aku', 'saat', 'nikahan', 'sepupu', 'karena', 'nyeri', 'dan', 'menangis', 'aku', 'ke', 'kamar', 'saat', 'itu', 'masih', 'kondean', 'dan', 'tertidur']","['aku', 'pernah', 'kaget', 'nyeri', 'dada', 'dulu', 'semoga', 'kamu', 'iya', 'dulu', 'aku', 'nikahan', 'sepupu', 'nyeri', 'menangis', 'aku', 'kamar', 'kondean', 'tertidur']",aku pernah kaget nyeri dada dulu moga kamu iya dulu aku nikah sepupu nyeri menang aku kamar konde tidur,berisiko,aku pernah kaget nyeri dada dulu moga kamu iya dulu aku nikah sepupu nyeri menang aku kamar konde tidur,aku pernah kaget nyeri dada dulu moga kamu iya dulu aku nikah sepupu nyeri menang aku kamar konde tidur
"semenjak pulang ranap, nyeri dada sampe punggung, napas ga plong dan dirasanya tiap hari. dicek napas paru, jantung pake stethoscope, sampe ekg pun normal. 

taunya pake obatnya dari psikiater
krna stress dalam jangka panjang",semenjak pulang ranap nyeri dada sampe punggung napas ga plong dan dirasanya tiap hari dicek napas paru jantung pake stethoscope sampe ekg pun normal taunya pake obatnya dari psikiater krna stress dalam jangka panjang,"['semenjak', 'pulang', 'ranap', 'nyeri', 'dada', 'sampe', 'punggung', 'napas', 'ga', 'plong', 'dan', 'dirasanya', 'tiap', 'hari', 'dicek', 'napas', 'paru', 'jantung', 'pake', 'stethoscope', 'sampe', 'ekg', 'pun', 'normal', 'taunya', 'pake', 'obatnya', 'dari', 'psikiater', 'krna', 'stress', 'dalam', 'jangka', 'panjang']","['semenjak', 'pulang', 'rawat inap', 'nyeri', 'dada', 'sampai', 'punggung', 'napas', 'tidak', 'plong', 'dan', 'dirasanya', 'tiap', 'hari', 'dicek', 'napas', 'paru', 'jantung', 'pakai', 'stethoscope', 'sampai', 'ekg', 'pun', 'normal', 'taunya', 'pakai', 'obatnya', 'dari', 'psikiater', 'karena', 'stress', 'dalam', 'jangka', 'panjang']","['semenjak', 'pulang', 'rawat inap', 'nyeri', 'dada', 'punggung', 'napas', 'plong', 'dirasanya', 'tiap', 'hari', 'dicek', 'napas', 'paru', 'jantung', 'pakai', 'stethoscope', 'ekg', 'normal', 'taunya', 'pakai', 'obatnya', 'psikiater', 'stress', 'jangka', 'panjang']",semenjak pulang rawat inap nyeri dada punggung napas plong rasa tiap hari cek napas paru jantung pakai stethoscope ekg normal tau pakai obat psikiater stress jangka panjang,berisiko,semenjak pulang rawat inap nyeri dada punggung napas plong rasa tiap hari cek napas paru jantung pakai stethoscope ekg normal tau pakai obat psikiater stress jangka panjang,semenjak pulang rawat inap nyeri dada punggung napas plong rasa tiap hari cek napas paru jantung pakai stethoscope ekg normal tau pakai obat psikiater stress jangka panjang
"memutuskan ke dokter setelah hampir seminggu nyeri dada kiri + menjalar ke tangan kiri sampai bikin berat dan kebas

: kemungkinan serangan jantung di usia mba sekarang itu kecil. tapi kita pantau dulu ya. kalau nyeri dada kembali datang & meningkat, segera ke igd ya

",memutuskan ke dokter setelah hampir seminggu nyeri dada kiri menjalar ke tangan kiri sampai bikin berat dan kebas kemungkinan serangan jantung di usia mba sekarang itu kecil tapi kita pantau dulu ya kalau nyeri dada kembali datang meningkat segera ke igd ya,"['memutuskan', 'ke', 'dokter', 'setelah', 'hampir', 'seminggu', 'nyeri', 'dada', 'kiri', 'menjalar', 'ke', 'tangan', 'kiri', 'sampai', 'bikin', 'berat', 'dan', 'kebas', 'kemungkinan', 'serangan', 'jantung', 'di', 'usia', 'mba', 'sekarang', 'itu', 'kecil', 'tapi', 'kita', 'pantau', 'dulu', 'ya', 'kalau', 'nyeri', 'dada', 'kembali', 'datang', 'meningkat', 'segera', 'ke', 'igd', 'ya']","['memutuskan', 'ke', 'dokter', 'setelah', 'hampir', 'seminggu', 'nyeri', 'dada', 'kiri', 'menjalar', 'ke', 'tangan', 'kiri', 'sampai', 'membuat', 'berat', 'dan', 'kebas', 'kemungkinan', 'serangan', 'jantung', 'di', 'usia', 'mbak', 'sekarang', 'itu', 'kecil', 'tapi', 'kita', 'pantau', 'dulu', 'iya', 'kalau', 'nyeri', 'dada', 'kembali', 'datang', 'meningkat', 'segera', 'ke', 'instalasi gawat darurat', 'iya']","['memutuskan', 'dokter', 'hampir', 'seminggu', 'nyeri', 'dada', 'kiri', 'menjalar', 'tangan', 'kiri', 'membuat', 'berat', 'kebas', 'kemungkinan', 'serangan', 'jantung', 'usia', 'mbak', 'sekarang', 'kecil', 'pantau', 'dulu', 'iya', 'kalau', 'nyeri', 'dada', 'datang', 'meningkat', 'segera', 'instalasi gawat darurat', 'iya']",putus dokter hampir minggu nyeri dada kiri jalar tangan kiri buat berat kebas mungkin serang jantung usia mbak sekarang kecil pantau dulu iya kalau nyeri dada datang tingkat segera instalasi gawat darurat iya,berisiko,putus hampir minggu nyeri dada kiri jalar tangan kiri buat berat kebas mungkin serang jantung usia mbak sekarang kecil pantau dulu iya kalau nyeri dada datang tingkat segera instalasi gawat darurat iya,putus dokter hampir minggu nyeri dada kiri jalar tangan kiri buat berat kebas mungkin serang jantung usia mbak sekarang kecil pantau dulu iya kalau nyeri dada datang tingkat segera instalasi gawat darurat iya
"aku sering nyeri dada pas patah hati makanya aku lebih milih single biar ga sering2 patah hati, krn kalo iri liat org punya pasangan ga bikin nyeri dada paling senyum2 kek orgil ",aku sering nyeri dada pas patah hati makanya aku lebih milih single biar ga sering patah hati krn kalo iri liat org punya pasangan ga bikin nyeri dada paling senyum kek orgil,"['aku', 'sering', 'nyeri', 'dada', 'pas', 'patah', 'hati', 'makanya', 'aku', 'lebih', 'milih', 'single', 'biar', 'ga', 'sering', 'patah', 'hati', 'krn', 'kalo', 'iri', 'liat', 'org', 'punya', 'pasangan', 'ga', 'bikin', 'nyeri', 'dada', 'paling', 'senyum', 'kek', 'orgil']","['aku', 'sering', 'nyeri', 'dada', 'saat', 'patah', 'hati', 'oleh karena itu', 'aku', 'lebih', 'milih', 'single', 'biar', 'tidak', 'sering', 'patah', 'hati', 'karena', 'kalau', 'iri', 'lihat', 'orang', 'punya', 'pasangan', 'tidak', 'membuat', 'nyeri', 'dada', 'paling', 'senyum', 'seperti', 'orgil']","['aku', 'sering', 'nyeri', 'dada', 'patah', 'hati', 'oleh karena itu', 'aku', 'lebih', 'milih', 'single', 'biar', 'sering', 'patah', 'hati', 'kalau', 'iri', 'lihat', 'orang', 'punya', 'pasangan', 'membuat', 'nyeri', 'dada', 'paling', 'senyum', 'orgil']",aku sering nyeri dada patah hati oleh karena itu aku lebih milih single biar sering patah hati kalau iri lihat orang punya pasang buat nyeri dada paling senyum orgil,berisiko,aku sering nyeri dada patah hati oleh karena itu aku lebih milih single biar sering patah hati kalau iri lihat punya pasang buat nyeri dada paling senyum orgil,aku sering nyeri dada patah hati oleh karena itu aku lebih milih single biar sering patah hati kalau iri lihat orang punya pasang buat nyeri dada paling senyum orgil
"so, kenali tandanya & waspada buat yg lagi patah hati jgn sampai berlarut-larut dlm rasa sakit.

segera minta pertolongan klo muncul gejala2 gk nyaman di dada, sesak, dada terasa penuh macam ada gajah berdiri di dadamu, & nyeri dada, terutama yg muncul ketika baru aja ngalami",so kenali tandanya waspada buat yg lagi patah hati jgn sampai berlarut larut dlm rasa sakit segera minta pertolongan klo muncul gejala gk nyaman di dada sesak dada terasa penuh macam ada gajah berdiri di dadamu nyeri dada terutama yg muncul ketika baru aja ngalami,"['so', 'kenali', 'tandanya', 'waspada', 'buat', 'yg', 'lagi', 'patah', 'hati', 'jgn', 'sampai', 'berlarut', 'larut', 'dlm', 'rasa', 'sakit', 'segera', 'minta', 'pertolongan', 'klo', 'muncul', 'gejala', 'gk', 'nyaman', 'di', 'dada', 'sesak', 'dada', 'terasa', 'penuh', 'macam', 'ada', 'gajah', 'berdiri', 'di', 'dadamu', 'nyeri', 'dada', 'terutama', 'yg', 'muncul', 'ketika', 'baru', 'aja', 'ngalami']","['so', 'kenali', 'tandanya', 'waspada', 'untuk', 'yang', 'lagi', 'patah', 'hati', 'jangan', 'sampai', 'berlarut', 'larut', 'dalam', 'rasa', 'sakit', 'segera', 'minta', 'pertolongan', 'kalau', 'muncul', 'gejala', 'tidak', 'nyaman', 'di', 'dada', 'sesak', 'dada', 'terasa', 'penuh', 'macam', 'ada', 'gajah', 'berdiri', 'di', 'dadamu', 'nyeri', 'dada', 'terutama', 'yang', 'muncul', 'ketika', 'baru', 'saja', 'ngalami']","['so', 'kenali', 'tandanya', 'waspada', 'patah', 'hati', 'jangan', 'berlarut', 'larut', 'rasa', 'sakit', 'segera', 'minta', 'pertolongan', 'kalau', 'muncul', 'gejala', 'nyaman', 'dada', 'sesak', 'dada', 'terasa', 'penuh', 'macam', 'gajah', 'berdiri', 'dadamu', 'nyeri', 'dada', 'terutama', 'muncul', 'baru', 'ngalami']",so kenal tanda waspada patah hati jangan larut larut rasa sakit segera minta tolong kalau muncul gejala nyaman dada sesak dada asa penuh macam gajah diri dada nyeri dada utama muncul baru ngalami,berisiko,so kenal tanda waspada patah hati jangan larut larut rasa sakit segera minta tolong kalau muncul nyaman dada sesak dada asa penuh macam gajah diri dada nyeri dada utama muncul baru ngalami,so kenal tanda waspada patah hati jangan larut larut rasa sakit segera minta tolong kalau muncul gejala nyaman dada sesak dada asa penuh macam gajah diri dada nyeri dada utama muncul baru ngalami
"slh 1 persepsi salah di masy dengan korban meninggal paling byk (mungkin) di negri relijiyes.

masuk angin itu tuh angina pectoris, nyeri dada serius akibat kurangnya aliran darah & oksigen ke otot jantung. ""angin duduk"" ini sebenarnya kondisi darurat yg perlu penanganan medis.",slh persepsi salah di masy dengan korban meninggal paling byk mungkin di negri relijiyes masuk angin itu tuh angina pectoris nyeri dada serius akibat kurangnya aliran darah oksigen ke otot jantung angin duduk ini sebenarnya kondisi darurat yg perlu penanganan medis,"['slh', 'persepsi', 'salah', 'di', 'masy', 'dengan', 'korban', 'meninggal', 'paling', 'byk', 'mungkin', 'di', 'negri', 'relijiyes', 'masuk', 'angin', 'itu', 'tuh', 'angina', 'pectoris', 'nyeri', 'dada', 'serius', 'akibat', 'kurangnya', 'aliran', 'darah', 'oksigen', 'ke', 'otot', 'jantung', 'angin', 'duduk', 'ini', 'sebenarnya', 'kondisi', 'darurat', 'yg', 'perlu', 'penanganan', 'medis']","['salah', 'persepsi', 'salah', 'di', 'masyarakat', 'dengan', 'korban', 'meninggal', 'paling', 'banyak', 'mungkin', 'di', 'negri', 'relijiyes', 'masuk', 'angin', 'itu', 'itu', 'angina', 'pectoris', 'nyeri', 'dada', 'serius', 'akibat', 'kurangnya', 'aliran', 'darah', 'oksigen', 'ke', 'otot', 'jantung', 'angin', 'duduk', 'ini', 'sebenarnya', 'kondisi', 'darurat', 'yang', 'perlu', 'penanganan', 'medis']","['salah', 'persepsi', 'salah', 'masyarakat', 'korban', 'meninggal', 'paling', 'banyak', 'mungkin', 'negri', 'relijiyes', 'masuk', 'angin', 'angina', 'pectoris', 'nyeri', 'dada', 'serius', 'akibat', 'kurangnya', 'aliran', 'darah', 'oksigen', 'otot', 'jantung', 'angin', 'duduk', 'sebenarnya', 'kondisi', 'darurat', 'perlu', 'penanganan', 'medis']",salah persepsi salah masyarakat korban tinggal paling banyak mungkin negri relijiyes masuk angin angina pectoris nyeri dada serius akibat kurang alir darah oksigen otot jantung angin duduk benar kondisi darurat perlu tangan medis,berisiko,salah persepsi salah masyarakat korban tinggal paling banyak mungkin negri relijiyes masuk angin angina pectoris nyeri dada serius akibat kurang alir darah oksigen otot jantung angin duduk benar kondisi darurat perlu tangan medis,salah persepsi salah masyarakat korban tinggal paling banyak mungkin negri relijiyes masuk angin angina pectoris nyeri dada serius akibat kurang alir darah oksigen otot jantung angin duduk benar kondisi darurat perlu tangan medis
"pas jaman iship. ada perempuan muda dateng dg keluhan nyeri dada-kata temennya. dia gamau ngomong. lagi full bed banget nih, masuklah ke ruang isolasi igd. udh di ekg, hasil normal semua. dateng pacarnya, langsung nangis gak mau diputusin ",pas jaman iship ada perempuan muda dateng dg keluhan nyeri dada kata temennya dia gamau ngomong lagi full bed banget nih masuklah ke ruang isolasi igd udh di ekg hasil normal semua dateng pacarnya langsung nangis gak mau diputusin,"['pas', 'jaman', 'iship', 'ada', 'perempuan', 'muda', 'dateng', 'dg', 'keluhan', 'nyeri', 'dada', 'kata', 'temennya', 'dia', 'gamau', 'ngomong', 'lagi', 'full', 'bed', 'banget', 'nih', 'masuklah', 'ke', 'ruang', 'isolasi', 'igd', 'udh', 'di', 'ekg', 'hasil', 'normal', 'semua', 'dateng', 'pacarnya', 'langsung', 'nangis', 'gak', 'mau', 'diputusin']","['saat', 'jaman', 'iship', 'ada', 'perempuan', 'muda', 'datang', 'dengan', 'keluhan', 'nyeri', 'dada', 'kata', 'temennya', 'dia', 'tidak ingin', 'bicara', 'lagi', 'full', 'bed', 'banget', 'ini', 'masuklah', 'ke', 'ruang', 'isolasi', 'instalasi gawat darurat', 'sudah', 'di', 'ekg', 'hasil', 'normal', 'semua', 'datang', 'pacarnya', 'langsung', 'menangis', 'tidak', 'ingin', 'diputusin']","['jaman', 'iship', 'perempuan', 'muda', 'datang', 'keluhan', 'nyeri', 'dada', 'kata', 'temennya', 'tidak ingin', 'bicara', 'full', 'bed', 'banget', 'masuklah', 'ruang', 'isolasi', 'instalasi gawat darurat', 'ekg', 'hasil', 'normal', 'semua', 'datang', 'pacarnya', 'langsung', 'menangis', 'diputusin']",jaman iship perempuan muda datang keluh nyeri dada kata temennya tidak ingin bicara full bed banget masuk ruang isolasi instalasi gawat darurat ekg hasil normal semua datang pacar langsung menang diputusin,berisiko,jaman iship perempuan muda datang keluh nyeri dada kata temennya tidak ingin bicara full bed banget masuk ruang isolasi instalasi gawat darurat ekg hasil normal semua datang pacar langsung menang diputusin,jaman iship perempuan muda datang keluh nyeri dada kata temennya tidak ingin bicara full bed banget masuk ruang isolasi instalasi gawat darurat ekg hasil normal semua datang pacar langsung menang diputusin
baru kemarin malam nyeri dada disertai sesek ,baru kemarin malam nyeri dada disertai sesek,"['baru', 'kemarin', 'malam', 'nyeri', 'dada', 'disertai', 'sesek']","['baru', 'kemarin', 'malam', 'nyeri', 'dada', 'disertai', 'sesak']","['baru', 'kemarin', 'malam', 'nyeri', 'dada', 'disertai', 'sesak']",baru kemarin malam nyeri dada serta sesak,berisiko,baru kemarin malam nyeri dada serta sesak,baru kemarin malam nyeri dada serta sesak
kalau nyeri dada sambil agak sesak karena asap rokok itu masuk apa yaa? sakit gitu perih nyeriny,kalau nyeri dada sambil agak sesak karena asap rokok itu masuk apa yaa sakit gitu perih nyeriny,"['kalau', 'nyeri', 'dada', 'sambil', 'agak', 'sesak', 'karena', 'asap', 'rokok', 'itu', 'masuk', 'apa', 'yaa', 'sakit', 'gitu', 'perih', 'nyeriny']","['kalau', 'nyeri', 'dada', 'sambil', 'sedikit', 'sesak', 'karena', 'sesegera mungkin', 'rokok', 'itu', 'masuk', 'apa', 'yaa', 'sakit', 'begitu', 'perih', 'nyeriny']","['kalau', 'nyeri', 'dada', 'sedikit', 'sesak', 'sesegera mungkin', 'rokok', 'masuk', 'apa', 'yaa', 'sakit', 'perih', 'nyeriny']",kalau nyeri dada sedikit sesak segera mungkin rokok masuk apa yaa sakit perih nyeriny,berisiko,kalau nyeri dada sedikit sesak segera mungkin rokok masuk apa yaa sakit perih nyeriny,kalau nyeri dada sedikit sesak segera mungkin rokok masuk apa yaa sakit perih nyeriny
"tpi yg pertama kyknya saya tu nyeri dada
tpi nyerang ke jantung juga kyknya mah

dan ketika saya di titik tsb, saya langsung hentikan segala aktivitas, berusaha rileks, napas manual supaya napasnya ga cepet2, siap2 skenario terburuk alias meninggoy",tpi yg pertama kyknya saya tu nyeri dada tpi nyerang ke jantung juga kyknya mah dan ketika saya di titik tsb saya langsung hentikan segala aktivitas berusaha rileks napas manual supaya napasnya ga cepet siap skenario terburuk alias meninggoy,"['tpi', 'yg', 'pertama', 'kyknya', 'saya', 'tu', 'nyeri', 'dada', 'tpi', 'nyerang', 'ke', 'jantung', 'juga', 'kyknya', 'mah', 'dan', 'ketika', 'saya', 'di', 'titik', 'tsb', 'saya', 'langsung', 'hentikan', 'segala', 'aktivitas', 'berusaha', 'rileks', 'napas', 'manual', 'supaya', 'napasnya', 'ga', 'cepet', 'siap', 'skenario', 'terburuk', 'alias', 'meninggoy']","['tapi', 'yang', 'pertama', 'kyknya', 'saya', 'tu', 'nyeri', 'dada', 'tapi', 'serang', 'ke', 'jantung', 'juga', 'kyknya', 'mah', 'dan', 'ketika', 'saya', 'di', 'titik', 'tersebut', 'saya', 'langsung', 'hentikan', 'segala', 'aktivitas', 'berusaha', 'rileks', 'napas', 'manual', 'supaya', 'napasnya', 'tidak', 'cepat', 'siap', 'skenario', 'terburuk', 'alias', 'meninggoy']","['pertama', 'kyknya', 'tu', 'nyeri', 'dada', 'serang', 'jantung', 'kyknya', 'mah', 'titik', 'tersebut', 'langsung', 'hentikan', 'segala', 'aktivitas', 'berusaha', 'rileks', 'napas', 'manual', 'napasnya', 'cepat', 'siap', 'skenario', 'terburuk', 'alias', 'meninggoy']",pertama kyknya tu nyeri dada serang jantung kyknya mah titik sebut langsung henti segala aktivitas usaha rileks napas manual napas cepat siap skenario buruk alias meninggoy,berisiko,pertama kyknya tu nyeri dada serang jantung kyknya mah titik sebut langsung henti segala aktivitas usaha rileks napas manual napas cepat siap skenario buruk alias meninggoy,pertama kyknya tu nyeri dada serang jantung kyknya mah titik sebut langsung henti segala aktivitas usaha rileks napas manual napas cepat siap skenario buruk alias meninggoy
"bedanya nyeri dada kiri krn serangan jantung, sama dgn gerd kambuh apa dok",bedanya nyeri dada kiri krn serangan jantung sama dgn gerd kambuh apa dok,"['bedanya', 'nyeri', 'dada', 'kiri', 'krn', 'serangan', 'jantung', 'sama', 'dgn', 'gerd', 'kambuh', 'apa', 'dok']","['bedanya', 'nyeri', 'dada', 'kiri', 'karena', 'serangan', 'jantung', 'sama', 'dengan', 'gerd', 'kambuh', 'apa', 'dok']","['bedanya', 'nyeri', 'dada', 'kiri', 'serangan', 'jantung', 'sama', 'gerd', 'kambuh', 'apa', 'dok']",beda nyeri dada kiri serang jantung sama gerd kambuh apa dok,berisiko,beda nyeri dada kiri serang jantung sama gerd kambuh apa dok,beda nyeri dada kiri serang jantung sama gerd kambuh apa dok
"tpi hati2 juga, makin kesini kadang pasien datangnya bukan nyeri dada tpi perut rasanya ga nyaman tapi ada keringet dingin juga. 
jd kadang kalo pasien sudah 40 thn keatas dan perokok, pasien ngeluh nyeri perut (sampe wajahnya pucet) coba aja ecg, kadang berhadiah stemi",tpi hati juga makin kesini kadang pasien datangnya bukan nyeri dada tpi perut rasanya ga nyaman tapi ada keringet dingin juga jd kadang kalo pasien sudah thn keatas dan perokok pasien ngeluh nyeri perut sampe wajahnya pucet coba aja ecg kadang berhadiah stemi,"['tpi', 'hati', 'juga', 'makin', 'kesini', 'kadang', 'pasien', 'datangnya', 'bukan', 'nyeri', 'dada', 'tpi', 'perut', 'rasanya', 'ga', 'nyaman', 'tapi', 'ada', 'keringet', 'dingin', 'juga', 'jd', 'kadang', 'kalo', 'pasien', 'sudah', 'thn', 'keatas', 'dan', 'perokok', 'pasien', 'ngeluh', 'nyeri', 'perut', 'sampe', 'wajahnya', 'pucet', 'coba', 'aja', 'ecg', 'kadang', 'berhadiah', 'stemi']","['tapi', 'hati', 'juga', 'makin', 'kesini', 'kadang', 'pasien', 'datangnya', 'bukan', 'nyeri', 'dada', 'tapi', 'perut', 'rasanya', 'tidak', 'nyaman', 'tapi', 'ada', 'keringat', 'dingin', 'juga', 'jadi', 'kadang', 'kalau', 'pasien', 'sudah', 'tahun', 'keatas', 'dan', 'perokok', 'pasien', 'ngeluh', 'nyeri', 'perut', 'sampai', 'wajahnya', 'pucet', 'coba', 'saja', 'ecg', 'kadang', 'berhadiah', 'stemi']","['hati', 'makin', 'kesini', 'kadang', 'pasien', 'datangnya', 'bukan', 'nyeri', 'dada', 'perut', 'rasanya', 'nyaman', 'keringat', 'dingin', 'jadi', 'kadang', 'kalau', 'pasien', 'tahun', 'keatas', 'perokok', 'pasien', 'ngeluh', 'nyeri', 'perut', 'wajahnya', 'pucet', 'coba', 'ecg', 'kadang', 'berhadiah', 'stemi']",hati makin kesini kadang pasien datang bukan nyeri dada perut rasa nyaman keringat dingin jadi kadang kalau pasien tahun atas okok pasien ngeluh nyeri perut wajah pucet coba ecg kadang hadiah stemi,berisiko,hati makin kesini kadang datang bukan nyeri dada perut rasa nyaman keringat dingin jadi kadang kalau tahun atas okok ngeluh nyeri perut wajah pucet coba ecg kadang hadiah stemi,hati makin kesini kadang pasien datang bukan nyeri dada perut rasa nyaman keringat dingin jadi kadang kalau pasien tahun atas okok pasien ngeluh nyeri perut wajah pucet coba ecg kadang hadiah stemi
"udah 2x masuk ugd karena nyeri dada gini
rasanya berat,nafas cepet,telapak tangan kiri kesemutan,keringat dingin,agak pusing yg terakhir itu sampe area wajah terasa kaku,bibir nggak bisa gerak dan nangis hahaha",udah x masuk ugd karena nyeri dada gini rasanya berat nafas cepet telapak tangan kiri kesemutan keringat dingin agak pusing yg terakhir itu sampe area wajah terasa kaku bibir nggak bisa gerak dan nangis hahaha,"['udah', 'x', 'masuk', 'ugd', 'karena', 'nyeri', 'dada', 'gini', 'rasanya', 'berat', 'nafas', 'cepet', 'telapak', 'tangan', 'kiri', 'kesemutan', 'keringat', 'dingin', 'agak', 'pusing', 'yg', 'terakhir', 'itu', 'sampe', 'area', 'wajah', 'terasa', 'kaku', 'bibir', 'nggak', 'bisa', 'gerak', 'dan', 'nangis', 'hahaha']","['sudah', 'x', 'masuk', 'ugd', 'karena', 'nyeri', 'dada', 'begini', 'rasanya', 'berat', 'napas', 'cepat', 'telapak', 'tangan', 'kiri', 'kesemutan', 'keringat', 'dingin', 'sedikit', 'pusing', 'yang', 'terakhir', 'itu', 'sampai', 'area', 'wajah', 'terasa', 'kaku', 'bibir', 'tidak', 'bisa', 'gerak', 'dan', 'menangis', 'hahaha']","['x', 'masuk', 'ugd', 'nyeri', 'dada', 'begini', 'rasanya', 'berat', 'napas', 'cepat', 'telapak', 'tangan', 'kiri', 'kesemutan', 'keringat', 'dingin', 'sedikit', 'pusing', 'terakhir', 'area', 'wajah', 'terasa', 'kaku', 'bibir', 'gerak', 'menangis', 'hahaha']",x masuk ugd nyeri dada begini rasa berat napas cepat telapak tangan kiri semut keringat dingin sedikit pusing akhir area wajah asa kaku bibir gerak menang hahaha,berisiko,x masuk ugd nyeri dada begini rasa berat napas cepat telapak tangan kiri semut keringat dingin sedikit pusing akhir area wajah asa kaku bibir gerak menang hahaha,x masuk ugd nyeri dada begini rasa berat napas cepat telapak tangan kiri semut keringat dingin sedikit pusing akhir area wajah asa kaku bibir gerak menang hahaha
"bbrp waktu lalu tiba tiba nyeri dada kanan tiba2 bgt kayak ditekan dan ditusuk nembus punggung, krn baru pertama kali lgsg ke ugd, cek jantung oke semua. dikasih bbrp obat trus lanjut ke dr rehab medik katanya otot sebabnya",bbrp waktu lalu tiba tiba nyeri dada kanan tiba bgt kayak ditekan dan ditusuk nembus punggung krn baru pertama kali lgsg ke ugd cek jantung oke semua dikasih bbrp obat trus lanjut ke dr rehab medik katanya otot sebabnya,"['bbrp', 'waktu', 'lalu', 'tiba', 'tiba', 'nyeri', 'dada', 'kanan', 'tiba', 'bgt', 'kayak', 'ditekan', 'dan', 'ditusuk', 'nembus', 'punggung', 'krn', 'baru', 'pertama', 'kali', 'lgsg', 'ke', 'ugd', 'cek', 'jantung', 'oke', 'semua', 'dikasih', 'bbrp', 'obat', 'trus', 'lanjut', 'ke', 'dr', 'rehab', 'medik', 'katanya', 'otot', 'sebabnya']","['beberapa', 'waktu', 'lalu', 'tiba', 'tiba', 'nyeri', 'dada', 'kanan', 'tiba', 'banget', 'seperti', 'ditekan', 'dan', 'ditusuk', 'nembus', 'punggung', 'karena', 'baru', 'pertama', 'kali', 'langsung', 'ke', 'ugd', 'cek', 'jantung', 'oke', 'semua', 'dikasih', 'beberapa', 'obat', 'terus', 'lanjut', 'ke', 'dari', 'rehabilitasi', 'medik', 'katanya', 'otot', 'sebabnya']","['beberapa', 'waktu', 'lalu', 'tiba', 'tiba', 'nyeri', 'dada', 'kanan', 'tiba', 'banget', 'ditekan', 'ditusuk', 'nembus', 'punggung', 'baru', 'pertama', 'kali', 'langsung', 'ugd', 'cek', 'jantung', 'oke', 'semua', 'dikasih', 'beberapa', 'obat', 'terus', 'lanjut', 'rehabilitasi', 'medik', 'katanya', 'otot', 'sebabnya']",beberapa waktu lalu tiba tiba nyeri dada kanan tiba banget tekan tusuk nembus punggung baru pertama kali langsung ugd cek jantung oke semua kasih beberapa obat terus lanjut rehabilitasi medik kata otot sebab,berisiko,beberapa waktu lalu tiba tiba nyeri dada kanan tiba banget tekan tusuk nembus punggung baru pertama kali langsung ugd cek jantung oke semua kasih beberapa obat terus lanjut rehabilitasi medik kata otot sebab,beberapa waktu lalu tiba tiba nyeri dada kanan tiba banget tekan tusuk nembus punggung baru pertama kali langsung ugd cek jantung oke semua kasih beberapa obat terus lanjut rehabilitasi medik kata otot sebab
kalau nyeri dada di bagian tengah pas rebahan itu kenapa ya ka?,kalau nyeri dada di bagian tengah pas rebahan itu kenapa ya ka,"['kalau', 'nyeri', 'dada', 'di', 'bagian', 'tengah', 'pas', 'rebahan', 'itu', 'kenapa', 'ya', 'ka']","['kalau', 'nyeri', 'dada', 'di', 'bagian', 'tengah', 'saat', 'rebahan', 'itu', 'kenapa', 'iya', 'kakak']","['kalau', 'nyeri', 'dada', 'bagian', 'tengah', 'rebahan', 'iya', 'kakak']",kalau nyeri dada bagi tengah rebah iya kakak,berisiko,kalau nyeri dada bagi tengah rebah iya,kalau nyeri dada bagi tengah rebah iya kakak
